1	1	src/QueryEngine.ts
1	0	src/Tool.ts
24	2	src/bootstrap/state.ts
38	5	src/bridge/bridgeApi.ts
108	142	src/bridge/bridgeMain.ts
11	18	src/bridge/clientPresence.ts
46	12	src/bridge/remoteBridgeCore.ts
135	58	src/cli/bg.ts
257	0	src/cli/handlers/ultrareview.ts
80	0	src/cli/print.ts
112	14	src/cli/structuredIO.ts
17	1	src/cli/transports/ccrClient.ts
3	1	src/commands/autocompact/autocompact-noninteractive.ts
1	1	src/commands/autocompact/autocompact.tsx
1	1	src/commands/exit/exit.tsx
38	13	src/commands/review/reviewRemote.ts
9	1	src/commands/security-review.ts
19	1	src/commands/update/update.ts
26	12	src/components/AutoUpdater.tsx
22	72	src/components/AutoUpdaterWrapper.tsx
211	0	src/components/ClosedIssueNotice.tsx
46	12	src/components/CoordinatorAgentStatus.tsx
8	2	src/components/CustomSelect/SelectMulti.tsx
12	2	src/components/CustomSelect/select.tsx
29	5	src/components/CustomSelect/use-select-navigation.ts
24	0	src/components/CustomSelect/use-visible-option-count.ts
3	0	src/components/ExitFlow.tsx
187	8	src/components/Feedback.tsx
196	0	src/components/FeedbackSurvey/MemoryWriteSurvey.tsx
258	0	src/components/FeedbackSurvey/useMemoryWriteSurvey.ts
167	29	src/components/FleetView.tsx
1	1	src/components/FullscreenLayout.tsx
18	2	src/components/Messages.tsx
31	13	src/components/NativeAutoUpdater.tsx
4	5	src/components/PackageManagerAutoUpdater.tsx
67	35	src/components/PromptInput/Notifications.tsx
29	16	src/components/PromptInput/PromptInput.tsx
14	12	src/components/PromptInput/PromptInputFooter.tsx
37	29	src/components/PromptInput/PromptInputFooterLeftSide.tsx
12	6	src/components/PromptInput/PromptInputFooterSuggestions.tsx
39	2	src/components/ScrollKeybindingHandler.tsx
48	40	src/components/memory/MemoryFileSelector.tsx
6	11	src/components/messages/SystemTextMessage.tsx
4	5	src/components/messages/UserToolResultMessage/UserToolErrorMessage.tsx
9	9	src/components/permissions/AskUserQuestionPermissionRequest/AskUserQuestionPermissionRequest.tsx
5	3	src/components/permissions/AskUserQuestionPermissionRequest/PreviewQuestionView.tsx
3	2	src/components/tasks/BackgroundTaskStatus.tsx
3	2	src/components/tasks/taskStatusUtils.tsx
97	58	src/constants/prompts.ts
5	0	src/daemon/auth.ts
151	7	src/daemon/client.ts
191	62	src/daemon/main.ts
2	0	src/daemon/service.ts
173	28	src/daemon/supervisor.ts
4	0	src/entrypoints/cli.tsx
25	0	src/entrypoints/init.ts
63	0	src/entrypoints/sdk/controlSchemas.ts
25	2	src/entrypoints/sdk/coreSchemas.ts
88	112	src/hooks/notifs/useRateLimitWarningNotification.tsx
55	0	src/hooks/useBgSessionPr.ts
7	0	src/hooks/useJobStateNameSync.ts
2	2	src/hooks/useNotifyAfterTimeout.ts
2	1	src/hooks/usePluginMonitors.ts
135	0	src/hooks/useSubagentStatusLine.ts
10	65	src/ink/clearTerminal.ts
34	0	src/ink/components/App.tsx
1	0	src/ink/frame.ts
10	13	src/ink/ink.tsx
11	3	src/ink/log-update.ts
101	35	src/ink/selection.ts
7	2	src/ink/terminal.ts
24	0	src/jobs/classifier.ts
6	0	src/keybindings/KeybindingProviderSetup.tsx
14	0	src/main.tsx
100	7	src/memdir/memdir.ts
44	0	src/memdir/memoryTypes.ts
228	0	src/memdir/memoryWriteSurvey.ts
27	18	src/memdir/paths.ts
5	0	src/memdir/teamMemPaths.ts
2	1	src/memdir/teamMemPrompts.ts
24	0	src/query.ts
1	1	src/schemas/hooks.ts
39	2	src/screens/Doctor.tsx
18	21	src/screens/REPL.tsx
19	0	src/services/analytics/firstPartyEventLogger.ts
80	1	src/services/api/bootstrap.ts
1	1	src/services/api/errors.ts
22	5	src/services/autoDream/config.ts
2	2	src/services/autoDream/consolidationPrompt.ts
7	0	src/services/claudeAiLimits.ts
6	5	src/services/compact/autoCompact.ts
29	13	src/services/mcp/client.ts
2	4	src/services/mcp/vscodeSdkMcp.ts
31	0	src/services/rateLimitMessages.ts
367	97	src/services/teamMemorySync/index.ts
55	10	src/services/teamMemorySync/types.ts
54	14	src/services/teamMemorySync/watcher.ts
20	4	src/services/tips/tipRegistry.ts
42	0	src/services/tools/toolExecution.ts
2	0	src/skills/bundled/index.ts
54	1	src/skills/bundled/loop.ts
33	0	src/skills/bundled/memoryTypes.ts
8	0	src/skills/loadSkillsDir.ts
9	0	src/state/AppStateStore.ts
1	1	src/tasks/RemoteAgentTask/RemoteAgentTask.tsx
3	2	src/tools/AgentTool/AgentTool.tsx
1	1	src/tools/AgentTool/built-in/exploreAgent.ts
25	3	src/tools/AgentTool/prompt.ts
9	4	src/tools/AskUserQuestionTool/AskUserQuestionTool.tsx
6	4	src/tools/BashTool/BashTool.tsx
37	1	src/tools/BashTool/prompt.ts
21	2	src/tools/FileEditTool/FileEditTool.ts
12	1	src/tools/FileEditTool/prompt.ts
2	1	src/tools/FileReadTool/FileReadTool.ts
12	0	src/tools/FileReadTool/prompt.ts
56	3	src/tools/FileWriteTool/FileWriteTool.ts
8	1	src/tools/FileWriteTool/prompt.ts
3	3	src/tools/GlobTool/GlobTool.ts
8	0	src/tools/GlobTool/prompt.ts
2	2	src/tools/GrepTool/GrepTool.ts
10	1	src/tools/GrepTool/prompt.ts
4	0	src/tools/SkillTool/SkillTool.ts
3	3	src/tools/TodoWriteTool/TodoWriteTool.ts
8	0	src/tools/TodoWriteTool/prompt.ts
3	10	src/tools/WebFetchTool/WebFetchTool.ts
14	0	src/tools/WebFetchTool/prompt.ts
2	2	src/tools/WebSearchTool/WebSearchTool.ts
9	1	src/tools/WebSearchTool/prompt.ts
12	1	src/types/logs.ts
41	0	src/utils/Shell.ts
35	2	src/utils/agentsFleet.ts
25	3	src/utils/api.ts
5	1	src/utils/bash/ParsedCommand.ts
5	0	src/utils/bash/ShellSnapshot.ts
20	0	src/utils/config.ts
6	1	src/utils/customThemes.ts
1	2	src/utils/deepLink/registerProtocol.ts
1	1	src/utils/desktopDeepLink.ts
16	15	src/utils/hooks.ts
5	0	src/utils/hooks/fileChangedWatcher.ts
3	2	src/utils/hooks/hooksSettings.ts
65	32	src/utils/imagePaste.ts
10	0	src/utils/leanPrompt.ts
5	1	src/utils/markdownConfigLoader.ts
18	124	src/utils/messages.ts
12	8	src/utils/modelCost.ts
2	0	src/utils/permissions/permissionSetup.ts
1	0	src/utils/permissions/yolo-classifier-prompts/permissions_external.txt
26	0	src/utils/permissions/yoloClassifier.ts
12	1	src/utils/plugins/loadPluginCommands.ts
3	1	src/utils/plugins/pluginLoader.ts
83	10	src/utils/plugins/schemas.ts
13	1	src/utils/plugins/validatePlugin.ts
15	3	src/utils/promptShellExecution.ts
4	1	src/utils/queryContext.ts
40	40	src/utils/relaunch.ts
5	2	src/utils/secureStorage/macOsKeychainHelpers.ts
1	0	src/utils/sessionState.ts
