264	33	src/QueryEngine.ts
8	3	src/Task.ts
71	16	src/Tool.ts
154	20	src/bootstrap/state.ts
27	5	src/bridge/bridgeEnabled.ts
15	5	src/bridge/bridgeMain.ts
0	1	src/bridge/bridgeUI.ts
11	7	src/bridge/envLessBridgeConfig.ts
12	5	src/bridge/initReplBridge.ts
2	2	src/bridge/remoteBridgeCore.ts
197	20	src/cli/bg.ts
2	1	src/cli/handlers/auth.ts
149	138	src/cli/handlers/mcp.tsx
370	269	src/cli/handlers/plugins.ts
39	24	src/cli/handlers/templateJobs.ts
44	0	src/cli/headlessBashCommand.ts
644	145	src/cli/print.ts
18	17	src/cli/remoteIO.ts
23	16	src/cli/structuredIO.ts
33	14	src/cli/transports/ccrClient.ts
49	21	src/commands.ts
5	6	src/commands/add-dir/add-dir.tsx
2	2	src/commands/agents/agents.tsx
14	9	src/commands/autofix-pr/autofix-pr.tsx
61	33	src/commands/branch/branch.ts
2	2	src/commands/bridge/bridge.tsx
366	202	src/commands/btw/btw.tsx
16	4	src/commands/clear/caches.ts
13	1	src/commands/clear/conversation.ts
27	8	src/commands/compact/compact.ts
1	2	src/commands/compact/index.ts
2	1	src/commands/context/context-noninteractive.ts
3	1	src/commands/context/context.tsx
51	1	src/commands/copy/copy.tsx
53	0	src/commands/effort/effort-noninteractive.ts
8	8	src/commands/effort/effort.tsx
14	1	src/commands/effort/index.ts
41	0	src/commands/fast/fast-noninteractive.ts
7	2	src/commands/fast/fast.tsx
13	1	src/commands/fast/index.ts
4	0	src/commands/feedback/feedback.tsx
3	5	src/commands/fork/fork.ts
45	2	src/commands/heapdump/heapdump.ts
10	2	src/commands/init.ts
48	20	src/commands/insights.ts
3	2	src/commands/install-github-app/OAuthFlowStep.tsx
2	3	src/commands/keybindings/keybindings.ts
22	16	src/commands/login/login.tsx
14	1	src/commands/model/index.ts
37	0	src/commands/model/model-noninteractive.ts
135	109	src/commands/model/model.tsx
5	2	src/commands/permissions/permissions.tsx
1	0	src/commands/plan/index.ts
1	1	src/commands/plugin/PluginErrors.tsx
6	6	src/commands/release-notes/release-notes.tsx
6	2	src/commands/remote-setup/index.ts
2	0	src/commands/review/UltrareviewOverageDialog.tsx
15	0	src/commands/setup-bedrock/index.ts
58	0	src/commands/setup-bedrock/setup-bedrock.tsx
15	0	src/commands/setup-vertex/index.ts
58	0	src/commands/setup-vertex/setup-vertex.tsx
19	1	src/commands/teleport/index.js
52	0	src/commands/teleport/teleport.tsx
15	1	src/commands/tui/tui.ts
32	20	src/components/App.tsx
47	22	src/components/BaseTextInput.tsx
3	3	src/components/ClickableImageRef.tsx
12	5	src/components/ConsoleOAuthFlow.tsx
6	3	src/components/ContextVisualization.tsx
